employee_id,fullname,nip,years_of_service_months,company,area,position,department,division,directorate,grade,education,major,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP101561,Mahendra Qolbi Pamungkas,942426.0,82,PT Mandala Distribution Center,Plant,Sales Supervisor,IT,Product Dev,Technology,III,S1,Economics,20.0,67.0,SI,steadiness-influencer,ENTJ,138.0,34.0,5
EMP101562,Cahyo Lukman,478050.0,80,PT Mandala Distribution Center,Plant,Finance Officer,IT,Sales,HR & Corp Affairs,V,S1,Engineering,25.0,27.0,IC,influencer-conscientious,INFJ,137.0,27.0,10
EMP101563,Nugroho Yudhistira Nugroho,993560.0,90,PT VASKA Wellness,Plant,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,III,SMA,Design,48.0,21.0,DS,dominant-steadiness,ISTP,109.51351351351352,27.464839094159714,10
EMP101564,Prasetyo Pramudita Purnama,752326.0,37,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Finance,Digital Marketing,Technology,V,D3,Economics,89.0,63.0,SI,steadiness-influencer,INTJ,109.51351351351352,29.0,10
EMP101565,Oka Subekti,831764.0,82,PT VASKA Wellness,HQ,Supply Planner,Marketing,Digital Marketing,Commercial,III,D3,Engineering,34.0,21.0,CI,conscientious-influencer,Unknown,109.51351351351352,27.464839094159714,3
EMP101566,Iman Purnama,155181.0,39,PT Mandala Distribution Center,Store,Data Analyst,HR,Product Dev,HR & Corp Affairs,V,D3,Economics,78.0,30.0,CI,conscientious-influencer,ESFP,139.0,21.0,8
EMP101567,Putri Santoso,176518.0,62,PT Aurora Beauty Indonesia,Distribution,Brand Executive,R&D,Operations,HR & Corp Affairs,III,S1,Psychology,96.0,93.0,IC,influencer-conscientious,ESFP,136.0,25.0,1
EMP101568,Anisa Setiawan,476705.0,35,PT Aurora Beauty Indonesia,Store,Data Analyst,Finance,Product Dev,HR & Corp Affairs,V,D3,Economics,65.0,28.0,IS,influencer-steadiness,INTP,108.0,35.0,5
EMP101569,Cahyo Pramudita Nugroho,856132.0,16,PT VASKA Wellness,Distribution,HRBP,HR,Operations,Technology,IV,S2,Design,35.0,38.0,SI,steadiness-influencer,ISTP,117.0,27.0,3
EMP101570,Putri Zulfikar Lukman,685119.0,52,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,R&D,Sales,Commercial,V,S2,Engineering,95.0,83.0,SC,steadiness-conscientious,INFJ,98.0,30.0,2
EMP101571,Nurlita Pratomo,930303.0,56,PT Lumo Cosmetics Asia,Store,Finance Officer,Operations,Talent Management,Commercial,III,S2,Engineering,98.0,55.0,SI,steadiness-influencer,Unknown,112.0,36.0,2
EMP101572,Kartika Mahardika Sinaga,108992.0,49,PT Mandala Distribution Center,HQ,Sales Supervisor,Operations,Product Dev,Commercial,IV,S2,Statistics,51.0,23.0,CD,conscientious-dominant,ESTJ,94.0,27.0,9
EMP101573,Citra Aji Sinaga,568044.0,69,PT Aurora Beauty Indonesia,Store,Data Analyst,IT,Product Dev,HR & Corp Affairs,IV,S1,Economics,72.0,76.0,DC,dominant-conscientious,ESTP,138.0,17.0,3
EMP101574,Nurlita Zulfikar Zulfikar,420764.0,90,PT Aurora Beauty Indonesia,HQ,Data Analyst,HR,Product Dev,HR & Corp Affairs,V,S1,Engineering,45.0,97.0,SD,steadiness-dominant,Unknown,138.0,37.0,7
EMP101575,Tania Halim Halim,126357.0,32,PT Aurora Beauty Indonesia,HQ,Data Analyst,Marketing,Talent Management,HR & Corp Affairs,V,S1,Engineering,24.0,25.0,IS,influencer-steadiness,ISTJ,109.51351351351352,27.464839094159714,4
EMP101576,Putri Rachman Ginting,358685.0,46,PT Lumo Cosmetics Asia,HQ,HRBP,R&D,Product Dev,Technology,IV,S2,Psychology,74.0,57.0,ID,influencer-dominant,INFP,139.0,28.0,2
EMP101577,Rifqi Ganesha Kusuma,102495.0,61,PT VASKA Wellness,Plant,Sales Supervisor,Marketing,Sales,Commercial,III,D3,Statistics,92.0,43.0,ID,influencer-dominant,ISTJ,109.51351351351352,27.464839094159714,2
EMP101578,Adit Rahmawati,210878.0,48,PT VASKA Wellness,Store,Finance Officer,Operations,Talent Management,HR & Corp Affairs,V,D3,Engineering,89.0,20.0,CD,conscientious-dominant,ENTP,139.0,35.0,6
EMP101579,Evi Lukman,976486.0,41,PT Mandala Distribution Center,HQ,Finance Officer,Marketing,Sales,HR & Corp Affairs,III,SMA,Engineering,54.0,87.0,CI,conscientious-influencer,INFP,109.51351351351352,27.464839094159714,6
EMP101580,Wulan Iqbal Firmansyah,471090.0,20,PT Mandala Distribution Center,Distribution,Finance Officer,Marketing,Operations,HR & Corp Affairs,V,S2,Economics,21.0,94.0,SI,steadiness-influencer,ESTJ,109.51351351351352,27.464839094159714,1
EMP101581,Fitri Handayani,981467.0,69,PT Mandala Distribution Center,Store,Brand Executive,Operations,Digital Marketing,Commercial,IV,SMA,Business,55.0,36.0,IS,influencer-steadiness,ESFJ,84.0,29.0,7
EMP101582,Kartika Nabila Wibowo,689473.0,65,PT Aurora Beauty Indonesia,Store,Sales Supervisor,IT,Digital Marketing,Technology,V,D3,Economics,47.0,86.0,DI,dominant-influencer,ISTP,116.0,23.0,7
EMP101583,Rani Salsabila,364254.0,20,PT Mandala Distribution Center,Distribution,Sales Supervisor,R&D,Product Dev,Commercial,IV,SMA,Psychology,49.0,63.0,DC,dominant-conscientious,ISTP,125.0,39.0,5
EMP101584,Dimas Saputra,243207.0,42,PT Aurora Beauty Indonesia,Plant,Data Analyst,IT,Talent Management,Commercial,III,D3,Statistics,31.0,21.0,SD,steadiness-dominant,ISTJ,81.0,29.0,1
EMP101585,Yoga Hasibuan,751181.0,55,PT Mandala Distribution Center,Store,Data Analyst,Finance,Product Dev,Commercial,III,S1,Psychology,84.0,84.0,IC,influencer-conscientious,ESTJ,98.0,22.0,10
EMP101586,Kurnia Yulianto,837058.0,24,PT VASKA Wellness,Distribution,HRBP,HR,Product Dev,Technology,V,S2,Engineering,87.0,29.0,CS,conscientious-steadiness,ISTP,128.0,20.0,5
EMP101587,Rizki Dharma Lukman,907379.0,88,PT VASKA Wellness,Plant,Finance Officer,HR,Sales,HR & Corp Affairs,IV,S1,Engineering,34.0,81.0,CI,conscientious-influencer,INTJ,138.0,25.0,6
EMP101588,Joko Jatmiko Handayani,382945.0,108,PT Mandala Distribution Center,Plant,Sales Supervisor,Finance,Talent Management,HR & Corp Affairs,III,S1,Design,81.0,36.0,CI,conscientious-influencer,ENTJ,128.0,26.0,10
EMP101589,Joko Adi Utami,179217.0,99,PT Mandala Distribution Center,Distribution,Supply Planner,HR,Talent Management,Technology,IV,S2,Statistics,84.0,86.0,IS,influencer-steadiness,ISTJ,121.0,29.0,9
EMP101590,Citra Nugroho,206900.0,52,PT Lumo Cosmetics Asia,HQ,Brand Executive,Operations,Talent Management,Technology,III,SMA,Economics,87.0,25.0,CD,conscientious-dominant,ENFJ,105.0,38.0,7
EMP101591,Andi Situmorang,405627.0,71,PT Lumo Cosmetics Asia,HQ,Data Analyst,Operations,Digital Marketing,Technology,III,S2,Design,60.0,85.0,CD,conscientious-dominant,ENFP,117.0,32.0,3
EMP101592,Luthfi Syahputra,623834.0,34,PT Mandala Distribution Center,Distribution,Brand Executive,Marketing,Talent Management,HR & Corp Affairs,IV,SMA,Business,31.0,79.0,SD,steadiness-dominant,INTP,109.51351351351352,27.464839094159714,9
EMP101593,Citra Subekti,453324.0,45,PT Mandala Distribution Center,Distribution,Brand Executive,R&D,Sales,Technology,V,D3,Economics,24.0,72.0,SC,steadiness-conscientious,ESFP,109.51351351351352,26.0,8
EMP101594,Nugroho Rachman Pratomo,951941.0,61,PT Mandala Distribution Center,HQ,Supply Planner,Marketing,Product Dev,Technology,IV,D3,Statistics,90.0,95.0,IC,influencer-conscientious,ENFP,109.51351351351352,27.464839094159714,5
EMP101595,Yoga Erlangga Pratomo,291931.0,41,PT Mandala Distribution Center,Store,HRBP,Finance,Talent Management,HR & Corp Affairs,III,SMA,Business,33.0,72.0,CS,conscientious-steadiness,ESFP,89.0,27.0,3
EMP101596,Dimas Dharma Subekti,845982.0,50,PT Aurora Beauty Indonesia,HQ,Finance Officer,HR,Sales,Commercial,V,D3,Business,61.0,74.0,SD,steadiness-dominant,ISFP,112.0,24.0,10
EMP101597,Wahyu Hartanto,147978.0,52,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,IT,Product Dev,Technology,V,SMA,Psychology,93.0,83.0,SD,steadiness-dominant,ISFJ,137.0,38.0,4
EMP101598,Citra Halim,673295.0,18,PT Mandala Distribution Center,Distribution,Data Analyst,Marketing,Talent Management,Technology,III,S2,Business,26.0,37.0,CS,conscientious-steadiness,INTP,109.51351351351352,27.464839094159714,5
EMP101599,Fitri Aji Permadi,931175.0,64,PT VASKA Wellness,Store,Brand Executive,IT,Operations,Technology,V,D3,Business,67.0,44.0,CS,conscientious-steadiness,ESFJ,120.0,24.0,2
EMP101600,Ari Qolbi Simanjuntak,512553.0,54,PT Lumo Cosmetics Asia,HQ,Supply Planner,HR,Operations,Commercial,V,SMA,Psychology,81.0,80.0,SC,steadiness-conscientious,ISFJ,106.0,20.0,6
EMP101601,Ayunda Pratama,379000.0,33,PT Aurora Beauty Indonesia,Plant,Data Analyst,HR,Operations,Commercial,V,D3,Business,39.0,45.0,CI,conscientious-influencer,ENFJ,86.0,33.0,10
EMP101602,Zaki Erlangga Hartanto,228317.0,43,PT VASKA Wellness,HQ,HRBP,Operations,Sales,Technology,III,SMA,Design,66.0,57.0,SC,steadiness-conscientious,ENFP,83.0,38.0,6
EMP101603,Andi Jatmiko Hidayat,663627.0,61,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,V,S2,Psychology,61.0,63.0,SD,steadiness-dominant,ENFP,88.0,22.0,6
EMP101604,Anisa Anugrah Santoso,553651.0,43,PT Mandala Distribution Center,HQ,Sales Supervisor,IT,Digital Marketing,HR & Corp Affairs,III,D3,Psychology,39.0,64.0,SI,steadiness-influencer,INFP,117.0,37.0,7
EMP101605,Ahmad Nabila Wijaya,284787.0,57,PT Mandala Distribution Center,Store,Data Analyst,HR,Operations,Technology,V,S1,Design,90.0,21.0,DS,dominant-steadiness,ESFJ,117.0,28.0,4
EMP101606,Nugroho Siregar,559032.0,18,PT Aurora Beauty Indonesia,Distribution,Finance Officer,IT,Product Dev,Technology,III,D3,Statistics,88.0,46.0,CD,conscientious-dominant,ENFJ,127.0,22.0,9
EMP101607,Rama Indrawan,179895.0,74,PT Mandala Distribution Center,Distribution,Data Analyst,Finance,Digital Marketing,HR & Corp Affairs,III,S1,Business,86.0,92.0,CD,conscientious-dominant,ESTJ,122.0,25.0,2
EMP101608,Budi Iqbal Pamungkas,595681.0,75,PT Mandala Distribution Center,Plant,Finance Officer,IT,Operations,HR & Corp Affairs,III,SMA,Business,67.0,42.0,CD,conscientious-dominant,ISFJ,117.0,37.0,10
EMP101609,Zahra Erlangga Siregar,819679.0,68,PT Mandala Distribution Center,Plant,Data Analyst,IT,Operations,Technology,III,S2,Engineering,53.0,87.0,SD,steadiness-dominant,ISFJ,85.0,19.0,6
EMP101610,Kartika Hasibuan,309633.0,20,PT VASKA Wellness,Distribution,Supply Planner,Finance,Product Dev,Commercial,V,S1,Economics,34.0,76.0,SC,steadiness-conscientious,ISTJ,94.0,28.0,3
EMP101611,Arif Setiawan,518102.0,96,PT Mandala Distribution Center,Plant,Data Analyst,IT,Operations,HR & Corp Affairs,V,S1,Economics,57.0,76.0,CI,conscientious-influencer,ENTJ,122.0,25.0,5
EMP101612,Tania Situmorang,156065.0,37,PT VASKA Wellness,Plant,Supply Planner,HR,Operations,Commercial,V,SMA,Economics,83.0,78.0,DI,dominant-influencer,ENTJ,126.0,27.0,3
EMP101613,Mahendra Saputra,606176.0,68,PT VASKA Wellness,Plant,HRBP,Finance,Product Dev,Technology,III,S1,Economics,92.0,41.0,DS,dominant-steadiness,INFP,116.0,26.0,2
EMP101614,Rendra Rohman,655316.0,57,PT Mandala Distribution Center,Store,Data Analyst,Marketing,Product Dev,HR & Corp Affairs,V,S2,Engineering,96.0,33.0,IS,influencer-steadiness,ISTP,109.51351351351352,27.464839094159714,7
EMP101615,Gita Pamungkas,258542.0,23,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Operations,Talent Management,HR & Corp Affairs,III,SMA,Psychology,80.0,62.0,SD,steadiness-dominant,INTP,109.51351351351352,39.0,4
EMP101616,Zaki Lestari,998572.0,97,PT Aurora Beauty Indonesia,Plant,Brand Executive,IT,Sales,Commercial,III,S2,Economics,45.0,73.0,DS,dominant-steadiness,Unknown,101.0,25.0,7
EMP101617,Satya Dharma Sinaga,422198.0,43,PT VASKA Wellness,HQ,HRBP,Marketing,Talent Management,Commercial,III,D3,Business,66.0,99.0,CI,conscientious-influencer,ISTJ,109.51351351351352,27.464839094159714,1
EMP101618,Julia Wijaya Santoso,312246.0,88,PT Lumo Cosmetics Asia,Store,Sales Supervisor,Operations,Talent Management,Commercial,III,S1,Psychology,54.0,31.0,IC,influencer-conscientious,INTP,131.0,27.0,4
EMP101619,Fitri Jatmiko Siregar,258276.0,4,PT Mandala Distribution Center,HQ,Sales Supervisor,IT,Sales,Technology,III,SMA,Psychology,89.0,89.0,CS,conscientious-steadiness,ENTP,84.0,34.0,8
EMP101620,Galih Salsabila,308297.0,61,PT Aurora Beauty Indonesia,Plant,Brand Executive,HR,Operations,HR & Corp Affairs,III,D3,Business,63.0,64.0,SD,steadiness-dominant,ESTJ,106.0,30.0,9
EMP101621,Citra Lukman,269155.0,45,PT Aurora Beauty Indonesia,HQ,Brand Executive,Operations,Product Dev,Commercial,IV,S2,Design,54.0,83.0,CI,conscientious-influencer,ENFP,92.0,24.0,6
EMP101622,Joko Lestari Nugroho,285013.0,60,PT Lumo Cosmetics Asia,Store,Sales Supervisor,Operations,Talent Management,Commercial,V,SMA,Statistics,32.0,74.0,IC,influencer-conscientious,ISTJ,83.0,29.0,9
EMP101623,Mahendra Baskara Handayani,849954.0,24,PT VASKA Wellness,Distribution,Sales Supervisor,HR,Sales,Commercial,V,S1,Design,95.0,51.0,CD,conscientious-dominant,ISTP,99.0,26.0,9
EMP101624,Yoga Fauziah,947363.0,48,PT VASKA Wellness,Distribution,HRBP,IT,Sales,Commercial,IV,S1,Statistics,76.0,58.0,DS,dominant-steadiness,ENFP,124.0,31.0,8
EMP101625,Rama Siregar,667897.0,28,PT Aurora Beauty Indonesia,Plant,Supply Planner,Operations,Digital Marketing,Technology,IV,SMA,Design,81.0,89.0,DS,dominant-steadiness,INFP,139.0,35.0,4
EMP101626,Ahmad Purnama,291123.0,55,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Finance,Digital Marketing,Technology,V,D3,Psychology,88.0,88.0,SC,steadiness-conscientious,INFJ,118.0,27.0,2
EMP101627,Zahra Ramadhan,758311.0,84,PT Mandala Distribution Center,Plant,Brand Executive,Operations,Operations,HR & Corp Affairs,V,D3,Statistics,88.0,78.0,DC,dominant-conscientious,Unknown,109.51351351351352,27.0,2
EMP101628,Arif Lestari Hartanto,411457.0,74,PT Lumo Cosmetics Asia,HQ,HRBP,HR,Product Dev,Commercial,III,S1,Engineering,70.0,97.0,DI,dominant-influencer,ENFP,82.0,28.0,7
EMP101629,Wulan Indrawan,216296.0,37,PT Lumo Cosmetics Asia,Store,Data Analyst,IT,Sales,Technology,V,SMA,Economics,79.0,69.0,CS,conscientious-steadiness,ISTJ,85.0,23.0,9
EMP101630,Rendra Firmansyah,509860.0,34,PT VASKA Wellness,Plant,Finance Officer,IT,Operations,Technology,IV,S1,Psychology,36.0,95.0,CD,conscientious-dominant,ESTP,86.0,22.0,8
EMP101631,Ari Halim Suharto,706894.0,73,PT Lumo Cosmetics Asia,Store,Sales Supervisor,R&D,Digital Marketing,HR & Corp Affairs,V,SMA,Psychology,76.0,88.0,SC,steadiness-conscientious,ENFJ,123.0,27.0,1
EMP101632,Putri Ginting,167042.0,74,PT Mandala Distribution Center,Plant,Supply Planner,IT,Digital Marketing,HR & Corp Affairs,V,S2,Psychology,45.0,83.0,IC,influencer-conscientious,ISFJ,113.0,22.0,2
EMP101633,Intan Saputra Rohman,834435.0,27,PT Lumo Cosmetics Asia,Distribution,HRBP,Finance,Digital Marketing,Technology,V,S2,Statistics,62.0,67.0,CS,conscientious-steadiness,INTJ,95.0,33.0,7
EMP101634,Maya Hartanto,641047.0,53,PT VASKA Wellness,HQ,Brand Executive,Marketing,Sales,HR & Corp Affairs,IV,S2,Economics,45.0,54.0,CD,conscientious-dominant,ENTJ,109.51351351351352,27.464839094159714,4
EMP101635,Rama Erlangga Ginting,736277.0,64,PT VASKA Wellness,Store,Sales Supervisor,Finance,Operations,Technology,III,D3,Engineering,60.0,82.0,SC,steadiness-conscientious,INFP,80.0,25.0,7
EMP101636,Rizka Aji Putra,176843.0,32,PT VASKA Wellness,Distribution,Data Analyst,IT,Digital Marketing,HR & Corp Affairs,III,S1,Design,81.0,91.0,SC,steadiness-conscientious,ENTJ,81.0,19.0,7
EMP101637,Joko Maulana,205763.0,54,PT Aurora Beauty Indonesia,Distribution,Finance Officer,Marketing,Sales,HR & Corp Affairs,III,D3,Business,30.0,75.0,SI,steadiness-influencer,ISTP,109.51351351351352,27.464839094159714,1
EMP101638,Prasetyo Rachman Halim,525156.0,48,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,Finance,Sales,Technology,V,SMA,Engineering,39.0,64.0,SI,steadiness-influencer,ESFP,82.0,21.0,5
EMP101639,Rani Dharma Sinaga,559850.0,65,PT Aurora Beauty Indonesia,Distribution,HRBP,Operations,Talent Management,Commercial,V,D3,Statistics,96.0,76.0,IS,influencer-steadiness,ESTP,119.0,21.0,4
EMP101640,Rendra Zulfikar,175414.0,54,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,R&D,Digital Marketing,Commercial,IV,SMA,Economics,71.0,88.0,IC,influencer-conscientious,INTP,126.0,29.0,8
EMP101641,Wahyu Herlambang,675979.0,46,PT Mandala Distribution Center,HQ,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,III,S2,Statistics,59.0,32.0,CD,conscientious-dominant,INTP,109.51351351351352,27.464839094159714,8
EMP101642,Rani Iqbal Tamba,966159.0,28,PT Lumo Cosmetics Asia,HQ,HRBP,IT,Talent Management,HR & Corp Affairs,III,D3,Statistics,47.0,81.0,SD,steadiness-dominant,Unknown,86.0,32.0,1
EMP101643,Nurlita Santoso,255062.0,42,PT Lumo Cosmetics Asia,Store,Supply Planner,Marketing,Product Dev,Technology,III,S1,Business,34.0,91.0,DI,dominant-influencer,ISFJ,109.51351351351352,27.464839094159714,9
EMP101644,Hadi Purnama,349173.0,33,PT Aurora Beauty Indonesia,Plant,Data Analyst,R&D,Digital Marketing,Commercial,V,S1,Statistics,73.0,31.0,CS,conscientious-steadiness,INFJ,107.0,25.0,1
EMP101645,Bella Tri Wibowo,436416.0,57,PT Aurora Beauty Indonesia,Distribution,Finance Officer,HR,Product Dev,HR & Corp Affairs,V,D3,Psychology,63.0,51.0,CS,conscientious-steadiness,ESTJ,90.0,13.0,8
EMP101646,Rizki Utama Permadi,608602.0,53,PT Aurora Beauty Indonesia,Distribution,Supply Planner,R&D,Operations,Technology,V,S1,Statistics,34.0,50.0,SD,steadiness-dominant,ISTJ,91.0,24.0,2
EMP101647,Nugroho Erlangga Wijaya,133437.0,38,PT VASKA Wellness,Store,Brand Executive,Finance,Operations,HR & Corp Affairs,V,D3,Statistics,66.0,89.0,SI,steadiness-influencer,INTP,120.0,26.0,7
EMP101648,Wulan Nabila Pratama,452880.0,51,PT Lumo Cosmetics Asia,Distribution,HRBP,IT,Operations,HR & Corp Affairs,V,S2,Engineering,42.0,28.0,DI,dominant-influencer,INFJ,117.0,14.0,4
EMP101649,Eko Ginting,497808.0,42,PT Mandala Distribution Center,Distribution,Data Analyst,Marketing,Operations,Technology,V,SMA,Engineering,85.0,99.0,CD,conscientious-dominant,INTP,109.51351351351352,27.464839094159714,2
EMP101650,Adit Wibowo,883091.0,51,PT Lumo Cosmetics Asia,HQ,Data Analyst,Marketing,Sales,Technology,IV,S1,Economics,20.0,27.0,DC,dominant-conscientious,INFP,109.51351351351352,27.464839094159714,2
EMP101651,Hana Siregar,468124.0,20,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Marketing,Digital Marketing,Commercial,IV,S1,Engineering,98.0,61.0,CD,conscientious-dominant,INFP,109.51351351351352,27.464839094159714,2
EMP101652,Ayu Fauziah,338921.0,31,PT Mandala Distribution Center,Distribution,Brand Executive,Finance,Sales,Commercial,III,D3,Psychology,65.0,33.0,DI,dominant-influencer,INFP,114.0,19.0,7
EMP101653,Kurnia Lestari Mahendra,843460.0,11,PT VASKA Wellness,Plant,Data Analyst,Marketing,Talent Management,HR & Corp Affairs,IV,S1,Engineering,43.0,57.0,DC,dominant-conscientious,INFP,109.51351351351352,27.464839094159714,8
EMP101654,Bayu Pramudita Nugroho,253789.0,34,PT Mandala Distribution Center,HQ,Data Analyst,HR,Product Dev,HR & Corp Affairs,V,S1,Engineering,79.0,54.0,CI,conscientious-influencer,ISTJ,109.51351351351352,40.0,3
EMP101655,Dimas Zulfikar,555153.0,29,PT VASKA Wellness,HQ,Sales Supervisor,R&D,Sales,Commercial,IV,SMA,Statistics,79.0,54.0,SI,steadiness-influencer,ENFP,109.51351351351352,32.0,4
EMP101656,Vania Erlangga Ridwan,450744.0,63,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,R&D,Operations,HR & Corp Affairs,V,SMA,Economics,99.0,92.0,IS,influencer-steadiness,Unknown,106.0,24.0,1
EMP101657,Teguh Syahputra,186165.0,7,PT Lumo Cosmetics Asia,Distribution,Supply Planner,IT,Talent Management,HR & Corp Affairs,IV,D3,Psychology,93.0,62.0,DC,dominant-conscientious,Unknown,124.0,20.0,3
EMP101658,Yoga Halim Wijaya,725845.0,91,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Marketing,Product Dev,Commercial,V,S1,Statistics,95.0,70.0,CS,conscientious-steadiness,INFJ,109.51351351351352,27.464839094159714,3
EMP101659,Iman Putra,970342.0,84,PT Mandala Distribution Center,Plant,Supply Planner,HR,Product Dev,HR & Corp Affairs,IV,S1,Statistics,57.0,74.0,IC,influencer-conscientious,ISTP,82.0,17.0,1
EMP101660,Rizka Yulianto,386516.0,64,PT Mandala Distribution Center,Plant,HRBP,Operations,Operations,HR & Corp Affairs,IV,S1,Business,76.0,45.0,DC,dominant-conscientious,INTJ,129.0,27.0,3
EMP101661,Adit Yulianto,423677.0,20,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Operations,Operations,Commercial,V,S1,Design,21.0,58.0,IS,influencer-steadiness,ISTJ,80.0,26.0,7
EMP101662,Oktavia Rachman Wibowo,736082.0,49,PT Mandala Distribution Center,Store,Supply Planner,IT,Product Dev,Commercial,III,S1,Economics,58.0,28.0,CI,conscientious-influencer,ESTJ,124.0,19.0,9
EMP101663,Ahmad Lukman,670441.0,44,PT Lumo Cosmetics Asia,Distribution,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,IV,S1,Engineering,87.0,86.0,DS,dominant-steadiness,ENTJ,109.51351351351352,27.464839094159714,8
EMP101664,Oka Dharma Pamungkas,562466.0,54,PT Mandala Distribution Center,Distribution,Supply Planner,Finance,Operations,HR & Corp Affairs,IV,S1,Design,54.0,25.0,CD,conscientious-dominant,INFJ,91.0,32.0,1
EMP101665,Satya Salsabila,757488.0,48,PT VASKA Wellness,Store,HRBP,Finance,Digital Marketing,Commercial,III,D3,Design,27.0,30.0,DI,dominant-influencer,INFP,96.0,23.0,6
EMP101666,Zahra Ganesha Hidayat,364099.0,63,PT Lumo Cosmetics Asia,HQ,HRBP,R&D,Digital Marketing,Technology,IV,SMA,Economics,63.0,58.0,DC,dominant-conscientious,INTJ,128.0,25.0,3
EMP101667,Dinda Qolbi Siregar,534505.0,5,PT Aurora Beauty Indonesia,Store,Brand Executive,Marketing,Talent Management,HR & Corp Affairs,IV,D3,Economics,26.0,50.0,IS,influencer-steadiness,Unknown,109.51351351351352,27.464839094159714,3
EMP101668,Hana Situmorang,131765.0,62,PT VASKA Wellness,Store,Sales Supervisor,Finance,Product Dev,Commercial,IV,S1,Psychology,92.0,92.0,CS,conscientious-steadiness,ENFP,117.0,24.0,10
EMP101669,Dimas Rahmawati,249672.0,41,PT VASKA Wellness,Store,Data Analyst,IT,Talent Management,Technology,IV,SMA,Psychology,84.0,31.0,SI,steadiness-influencer,ISFP,130.0,24.0,10
EMP101670,Mahendra Erlangga Lukman,474788.0,48,PT Aurora Beauty Indonesia,Plant,Finance Officer,Finance,Product Dev,HR & Corp Affairs,IV,SMA,Business,40.0,64.0,SC,steadiness-conscientious,ISFJ,92.0,19.0,8
EMP101671,Fitri Ramadhan,984758.0,47,PT Mandala Distribution Center,Distribution,Brand Executive,HR,Product Dev,Technology,IV,S2,Statistics,93.0,46.0,DI,dominant-influencer,ESFJ,126.0,17.0,2
EMP101672,Iman Hasibuan,160202.0,52,PT VASKA Wellness,HQ,Data Analyst,Operations,Operations,Commercial,V,S1,Design,97.0,64.0,SI,steadiness-influencer,Unknown,90.0,37.0,6
EMP101673,Bayu Salsabila,822625.0,41,PT Lumo Cosmetics Asia,HQ,Brand Executive,IT,Operations,Technology,III,S1,Business,30.0,70.0,IC,influencer-conscientious,ESTP,118.0,21.0,3
EMP101674,Ahmad Lestari,850463.0,78,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,Marketing,Sales,Commercial,III,D3,Psychology,39.0,20.0,SD,steadiness-dominant,ISTJ,109.51351351351352,27.464839094159714,6
EMP101675,Mahendra Indrawan,631789.0,43,PT Aurora Beauty Indonesia,Store,HRBP,Finance,Digital Marketing,Technology,IV,S2,Design,35.0,38.0,DC,dominant-conscientious,ENTP,109.51351351351352,27.0,9
EMP101676,Andi Pamungkas,459925.0,20,PT Lumo Cosmetics Asia,Distribution,Supply Planner,Operations,Talent Management,Commercial,III,S1,Economics,99.0,48.0,DC,dominant-conscientious,ENTJ,125.0,23.0,10
EMP101677,Sari Baskara Lestari,502497.0,89,PT Mandala Distribution Center,Plant,Brand Executive,Marketing,Product Dev,HR & Corp Affairs,III,SMA,Statistics,71.0,21.0,DI,dominant-influencer,ESFJ,109.51351351351352,27.464839094159714,10
EMP101678,Arif Indrawan,106582.0,26,PT VASKA Wellness,Plant,Finance Officer,Operations,Product Dev,Commercial,IV,S1,Economics,89.0,45.0,CI,conscientious-influencer,ENFP,125.0,30.0,7
EMP101679,Dinda Rohman,336327.0,52,PT Aurora Beauty Indonesia,Distribution,Finance Officer,Marketing,Operations,HR & Corp Affairs,IV,S1,Economics,80.0,80.0,DS,dominant-steadiness,Unknown,109.51351351351352,27.464839094159714,6
EMP101680,Zaki Santoso,183740.0,26,PT Aurora Beauty Indonesia,Plant,Data Analyst,Marketing,Digital Marketing,HR & Corp Affairs,III,S1,Psychology,32.0,31.0,DC,dominant-conscientious,Unknown,109.51351351351352,27.464839094159714,9
EMP101681,Oktavia Fadillah Firmansyah,229543.0,49,PT Aurora Beauty Indonesia,Store,Finance Officer,Operations,Operations,Commercial,III,SMA,Statistics,85.0,79.0,SI,steadiness-influencer,ENFJ,115.0,24.0,1
EMP101682,Ayu Adi Putra,303727.0,72,PT Mandala Distribution Center,HQ,HRBP,IT,Digital Marketing,HR & Corp Affairs,IV,S2,Economics,58.0,21.0,CI,conscientious-influencer,INFJ,98.0,29.0,9
EMP101683,Ahmad Firmansyah,418747.0,27,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Finance,Digital Marketing,HR & Corp Affairs,V,D3,Psychology,97.0,29.0,CS,conscientious-steadiness,INTP,82.0,22.0,1
